event_id,source_type,station_network_code,station_channel_code,station_code,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_start_time,trace_S_arrival_sample,trace_S_onset,trace_P_arrival_sample,trace_P_onset,trace_snr_db
pnsn2909248,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$74,:3,:18001",100,2018-05-24T22:34:12.000000Z,,,7000.000,emergent,-4.937|-8.186|-6.176
pnsn2945958,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$75,:3,:18001",100,2018-06-20T21:55:20.000000Z,,,7000.000,emergent,12.871|8.097|14.676
pnsn2945953,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$76,:3,:18001",100,2018-06-20T21:51:29.000000Z,,,7000.000,emergent,1.798|0.337|4.214
pnsn2945948,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$77,:3,:18001",100,2018-06-20T21:45:03.000000Z,,,7000.000,emergent,5.356|9.333|9.361
pnsn2945948,thunder,CC,BH,SWNB,--,43.673,-121.355,1569.000,"bucket3$78,:3,:18001",100,2018-06-20T21:45:03.000000Z,,,7000.000,emergent,-3.841|-7.178|-0.930
pnsn2763993,thunder,CC,BH,TMBU,--,43.602,-121.145,1743.000,"bucket3$79,:3,:18001",100,2017-09-08T17:42:11.000000Z,,,7000.000,emergent,6.993|8.246|8.473
pnsn2171258,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$80,:3,:18001",100,2015-07-14T23:05:51.000000Z,,,7000.000,emergent,4.988|12.440|12.132
pnsn2171053,thunder,CC,EH,KWBU,--,43.752,-121.312,1783.000,"bucket3$81,:3,:18001",100,2015-07-13T21:12:27.000000Z,,,7000.000,emergent,13.673|13.975|15.246
pnsn2169988,thunder,CC,EH,KWBU,--,43.752,-121.312,1783.000,"bucket3$82,:3,:18001",100,2015-07-10T22:37:25.000000Z,,,7000.000,impulsive,37.146|36.494|37.051
pnsn2169983,thunder,CC,EH,KWBU,--,43.752,-121.312,1783.000,"bucket3$83,:3,:18001",100,2015-07-10T22:34:23.000000Z,,,7000.000,impulsive,23.890|27.195|27.963
pnsn2169978,thunder,CC,BH,ASBU,--,43.821,-121.368,1538.000,"bucket3$84,:3,:18001",100,2015-07-10T22:32:17.000000Z,,,7000.000,emergent,1.581|0.714|1.749
pnsn2147948,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$85,:3,:18001",100,2015-06-02T17:13:36.000000Z,,,7000.000,emergent,15.752|12.732|15.636
pnsn2157143,thunder,CC,BH,TMBU,--,43.602,-121.145,1743.000,"bucket3$86,:3,:18001",100,2015-06-15T16:07:38.000000Z,,,7000.000,impulsive,11.463|5.136|12.351
pnsn2157143,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$87,:3,:18001",100,2015-06-15T16:07:46.000000Z,,,7000.000,impulsive,nan|nan|27.685
pnsn2150153,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$88,:3,:18001",100,2015-06-04T17:37:21.000000Z,,,7000.000,impulsive,nan|nan|18.068
pnsn2150153,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$89,:3,:18001",100,2015-06-04T17:37:38.000000Z,7500.000,emergent,7000.000,impulsive,31.590|35.392|34.393
pnsn2150153,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$90,:3,:18001",100,2015-06-04T17:37:33.000000Z,,,7000.000,impulsive,31.257|30.132|29.762
pnsn2150153,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$91,:3,:18001",100,2015-06-04T17:37:47.000000Z,,,7000.000,emergent,22.059|18.146|26.346
pnsn2150153,thunder,CC,BH,SWNB,--,43.673,-121.355,1569.000,"bucket3$92,:3,:18001",100,2015-06-04T17:37:47.000000Z,,,7000.000,impulsive,19.980|16.776|26.109
pnsn2135563,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$93,:3,:18001",100,2015-05-17T23:47:21.000000Z,,,7000.000,emergent,nan|nan|29.705
pnsn2135568,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$94,:3,:18001",100,2015-05-17T23:44:56.000000Z,,,7000.000,impulsive,nan|nan|25.198
pnsn2135568,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$95,:3,:18001",100,2015-05-17T23:45:00.000000Z,,,7000.000,emergent,19.468|14.637|8.991
pnsn2135573,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$96,:3,:18001",100,2015-05-17T23:38:15.000000Z,,,7000.000,impulsive,nan|nan|28.120
pnsn2105653,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$97,:3,:18001",100,2015-04-14T21:34:49.000000Z,,,7000.000,emergent,10.534|10.855|8.825
pnsn2098758,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$98,:3,:18001",100,2015-04-08T18:13:46.000000Z,,,7000.000,emergent,nan|nan|21.107
pnsn2098758,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$99,:3,:18001",100,2015-04-08T18:14:01.000000Z,,,7000.000,emergent,12.642|4.408|14.494
pnsn1897143,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$100,:3,:18001",100,2014-08-18T03:37:30.000000Z,,,7000.000,emergent,31.024|28.402|31.044
pnsn1897143,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$101,:3,:18001",100,2014-08-18T03:37:32.000000Z,,,7000.000,impulsive,21.681|20.846|17.293
pnsn1897143,thunder,CC,EH,KWBU,--,43.752,-121.312,1783.000,"bucket3$102,:3,:18001",100,2014-08-18T03:37:34.000000Z,,,7000.000,impulsive,18.317|18.915|17.403
pnsn1897143,thunder,CC,EH,SVIC,--,43.643,-121.253,1765.000,"bucket3$103,:3,:18001",100,2014-08-18T03:37:37.000000Z,,,7000.000,impulsive,23.270|31.517|29.510
pnsn1799143,thunder,UW,EH,SOS,--,46.244,-122.138,1270.000,"bucket3$104,:3,:18001",100,2014-08-12T23:44:53.000000Z,,,7000.000,impulsive,nan|nan|28.638
pnsn1797593,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$105,:3,:18001",100,2014-08-12T01:52:00.000000Z,,,7000.000,emergent,6.028|12.673|14.698
pnsn1797588,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$106,:3,:18001",100,2014-08-12T01:45:02.000000Z,,,7000.000,emergent,0.451|1.123|11.548
pnsn1797583,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$107,:3,:18001",100,2014-08-12T01:40:37.000000Z,,,7000.000,emergent,3.178|5.380|6.475
pnsn1785858,thunder,CC,EH,KWBU,--,43.752,-121.312,1783.000,"bucket3$108,:3,:18001",100,2014-08-01T21:38:59.000000Z,,,7000.000,emergent,20.892|24.423|26.531
pnsn1782458,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$109,:3,:18001",100,2014-07-30T02:10:18.000000Z,,,7000.000,emergent,9.654|2.306|6.360
pnsn1789148,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$110,:3,:18001",100,2014-07-29T23:04:18.000000Z,,,7000.000,impulsive,15.173|14.706|17.056
pnsn1789148,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$111,:3,:18001",100,2014-07-29T23:04:19.000000Z,,,7000.000,impulsive,11.249|15.336|15.271
pnsn1478743,thunder,CC,EH,KWBU,--,43.752,-121.312,1783.000,"bucket3$112,:3,:18001",100,2013-09-17T20:50:30.000000Z,,,7000.000,emergent,12.870|26.995|27.592
pnsn1478853,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$113,:3,:18001",100,2013-09-17T12:18:55.000000Z,,,7000.000,emergent,nan|nan|13.449
pnsn1478848,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$114,:3,:18001",100,2013-09-17T12:16:02.000000Z,,,7000.000,emergent,nan|nan|26.105
pnsn1478843,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$115,:3,:18001",100,2013-09-17T11:56:58.000000Z,,,7000.000,emergent,4.609|11.010|9.913
pnsn1467758,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$116,:3,:18001",100,2013-08-25T21:56:02.000000Z,,,7000.000,emergent,nan|nan|8.555
pnsn1452383,thunder,CC,BH,ASBU,--,43.821,-121.368,1538.000,"bucket3$117,:3,:18001",100,2013-08-01T17:14:11.000000Z,,,7000.000,emergent,11.857|7.600|9.909
pnsn1452383,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$118,:3,:18001",100,2013-08-01T17:14:29.000000Z,,,7000.000,impulsive,8.699|11.709|8.526
pnsn1452383,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$119,:3,:18001",100,2013-08-01T17:14:33.000000Z,,,7000.000,emergent,14.413|13.857|15.628
pnsn1452383,thunder,CC,BH,SWNB,--,43.673,-121.355,1569.000,"bucket3$120,:3,:18001",100,2013-08-01T17:14:27.000000Z,,,7000.000,emergent,12.378|16.028|10.816
pnsn1452378,thunder,CC,BH,ASBU,--,43.821,-121.368,1538.000,"bucket3$121,:3,:18001",100,2013-08-01T17:12:04.000000Z,,,7000.000,emergent,12.567|8.973|10.312
pnsn1452373,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$122,:3,:18001",100,2013-08-01T07:31:58.000000Z,,,7000.000,emergent,nan|nan|29.508
pnsn1451413,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$123,:3,:18001",100,2013-07-31T20:07:02.000000Z,,,7000.000,impulsive,9.258|14.262|15.979
pnsn1451413,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$124,:3,:18001",100,2013-07-31T20:07:04.000000Z,,,7000.000,impulsive,2.008|9.998|15.660
pnsn1451408,thunder,CC,BH,CPCO,--,43.722,-121.233,2135.000,"bucket3$125,:3,:18001",100,2013-07-31T20:04:50.000000Z,,,7000.000,emergent,23.675|14.926|20.787
pnsn1451408,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$126,:3,:18001",100,2013-07-31T20:04:51.000000Z,,,7000.000,impulsive,7.134|5.854|11.235
pnsn1451408,thunder,CC,BH,ASBU,--,43.821,-121.368,1538.000,"bucket3$127,:3,:18001",100,2013-07-31T20:05:01.000000Z,,,7000.000,emergent,3.578|2.850|2.958
pnsn1419573,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$128,:3,:18001",100,2013-05-09T23:48:52.000000Z,,,7000.000,emergent,nan|nan|12.086
pnsn1419563,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$129,:3,:18001",100,2013-05-09T22:37:51.000000Z,,,7000.000,emergent,nan|nan|16.291
pnsn1419548,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$130,:3,:18001",100,2013-05-09T22:28:31.000000Z,,,7000.000,emergent,nan|nan|14.348
pnsn1419328,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$131,:3,:18001",100,2013-05-09T21:08:28.000000Z,,,7000.000,emergent,nan|nan|5.052
pnsn1419268,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$132,:3,:18001",100,2013-05-09T21:01:24.000000Z,,,7000.000,emergent,nan|nan|1.459
pnsn1419223,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$133,:3,:18001",100,2013-05-09T20:37:07.000000Z,,,7000.000,emergent,nan|nan|21.232
pnsn1419248,thunder,UW,EH,NCO,--,43.704,-121.140,1908.000,"bucket3$134,:3,:18001",100,2013-05-09T17:19:13.000000Z,,,7000.000,emergent,nan|nan|24.741
pnsn1419298,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$135,:3,:18001",100,2013-05-08T17:34:27.000000Z,,,7000.000,impulsive,28.996|21.152|24.217
pnsn1419293,thunder,CC,BH,SWNB,--,43.673,-121.355,1569.000,"bucket3$136,:3,:18001",100,2013-05-08T04:09:36.000000Z,,,7000.000,emergent,3.637|2.240|5.501
pnsn1419288,thunder,CC,BH,SWNB,--,43.673,-121.355,1569.000,"bucket3$137,:3,:18001",100,2013-05-08T04:07:50.000000Z,,,7000.000,emergent,8.035|8.442|7.765
pnsn1419283,thunder,CC,BH,NORM,--,43.739,-121.253,1286.000,"bucket3$138,:3,:18001",100,2013-05-08T04:00:40.000000Z,,,7000.000,emergent,2.034|4.601|13.237
pnsn1419278,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$139,:3,:18001",100,2013-05-08T03:40:28.000000Z,,,7000.000,emergent,9.358|-0.406|13.009
pnsn1419273,thunder,CC,BH,CIHL,--,43.751,-121.149,1966.000,"bucket3$140,:3,:18001",100,2013-05-08T03:30:49.000000Z,,,7000.000,emergent,20.907|11.812|23.179
pnsn1426308,thunder,CC,BH,SWNB,--,43.673,-121.355,1569.000,"bucket3$141,:3,:18001",100,2012-08-06T03:43:17.000000Z,,,7000.000,emergent,-2.209|5.502|2.564
